title,summary,free,genre,installs,ratings,price,size,contentRating,reviews,released,adSupported,sale,score,similarApps,version
Amfanin Namijin Goro,Amfanin da namijin goro yakeyi a jikin dan adam,True,Health & Fitness,"10,000+",16.0,0.0,3.5M,Rated for 3+,9.0,"Feb 28, 2019",True,False,3.5625,,6.2
Naija Cookbook & Food Recipes,Install your Ultimate food App loaded with lots Naija homemade recipes!!,True,Health & Fitness,"5,000+",61.0,0.0,4.0M,Rated for 3+,29.0,"Jan 9, 2016",True,False,3.590164,"['healthy.recipes.mealplans', 'com.endless.casserolerecipes', 'com.cuisinedecheznous', 'com.tastemade.player', 'com.exolvemedia.naijarecipes']",1.0
Doctorcare247,Telehealth solution platform designed to support & enhance healthcare in Nigeria,True,Health & Fitness,"5,000+",30.0,0.0,42M,Rated for 3+,22.0,"Nov 27, 2018",,False,3.5666666,"['com.hexnode.hexnodemdm', 'com.lafiya.telehealth', 'com.starhub.happy', 'com.servicenow.fulfiller', 'com.usana.android.hub']",2.2.38
Kogi State Primary Health Care Development Agency,"To control preventable diseases, improve access to basic health services.",True,Health & Fitness,50+,,0.0,3.2M,Rated for 3+,0.0,"May 24, 2020",True,False,0.0,"['com.icare.kids', 'au.org.rch.Ednpguide', 'com.medpresso.android.ui', 'com.sling.healthyu', 'com.unbound.android.ubnal']",5.143.20
Hepatitis Nigeria Network,An interactive hepatitis app for specific guidance that meets your need,True,Health & Fitness,"1,000+",38.0,0.0,8.0M,Rated for 3+,26.0,"Jan 4, 2020",True,False,4.7894735,"['com.lb2', 'com.scholarly.putme.uniport', 'en.yo.bestdict', 'commentary.bible']",1.2
Mobile Health App,Mobile Health App,True,Health & Fitness,"1,000+",30.0,0.0,2.3M,Rated for 3+,19.0,"Oct 18, 2014",,False,4.7,"['com.sanfordguide.hiv', 'com.squaremed.diabetesconnect.android', 'com.vmrmedia.nuevavida97', 'de.medando.bloodpressurecompanion', 'com.mayv.app']",1.0
The Challenge Initiative,TCI University is designed to help scale up urban reproductive health programs.,True,Health & Fitness,"5,000+",33.0,0.0,19M,Rated for 3+,12.0,"Oct 24, 2018",,False,4.5454545,"['app.igre.yamb', 'theappmatch.playmeo', 'coolcherrytrees.games.reactor', 'com.azmisoft.brainchallenge', 'alex.education.a_brain']",1029
medPlan (Health Companion with Pill Reminder),"Health measurements, Health trivia game, Health information, Reminders",True,Health & Fitness,"1,000+",42.0,0.0,21M,Rated for 3+,34.0,"Mar 10, 2019",,False,4.142857,"['com.bestfuncoolapps.TakeYourPills', 'com.careclinicsoftware.careclinic', 'ch.innovation6.tom.android', 'app.medcontrol.alarm.pillreminder', 'com.medisafe.android.client']",4.0.1
Link Up by EVA,LINK UP links young people to Reproductive Health facilities across Nigeria,True,Health & Fitness,"1,000+",8.0,0.0,14M,Rated for 3+,7.0,"Nov 17, 2016",,False,4.0,"['com.needstreet.health.hp', 'com.dream.novelworm.nownovel', 'com.sw.aluna', 'com.mightybell.abundancedigital', 'com.accountable2you.ap1']",3.0
Nigerian Food Recipes,Get all the latest idea of how to prepare delicious Nigerian foods and Soup,True,Health & Fitness,"1,000+",5.0,0.0,2.6M,Rated for 3+,1.0,"Jun 7, 2016",True,False,3.8,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.robosyslive.hymnstar', 'com.hymnals.sourcecodings.cshymns', 'com.zabeducation.besthymnsever']",1.0
myclinic.ng - Talk to a Doctor Online,This app enables users to hold online video consultations with qualified doctors,True,Health & Fitness,"1,000+",38.0,0.0,68M,Rated for 3+,31.0,"Dec 10, 2019",,False,3.4210527,"['com.lafiya.telehealth', 'com.aimedisv3', 'com.healthtap.mdhtexpress', 'com.needstreet.health.hp', 'com.needstreet.health.hppatient']",1.1.2
Tsarabar Yan Mata,Ku karanta daga cikin abubuwan daya kamata yan mata da masu niyyar Aure su sani,True,Beauty,"1,000+",6.0,0.0,3.2M,Rated for 3+,1.0,"Sep 24, 2018",True,False,4.8333335,,1.2
Ciwo Da Magani (Fa'idar Abincin Hausa),"Ciwo Da Magani,
            Wani appilication ne wanda zai taimakeka wajan sanin",True,Health & Fitness,"1,000+",8.0,0.0,5.1M,Rated for 3+,6.0,"May 26, 2019",,False,4.375,,1.2
Maganin Mata Na Hausa,Barkanmu da wannan lokaci ina muku gaisuwa irinta addinin musulunci.,True,Beauty,"5,000+",6.0,0.0,4.7M,Rated for 3+,2.0,"Jun 6, 2019",True,False,4.8333335,,1.0
Maganin Basir-Sanyi-Typod & Maleria,Wanna Manhajar Tana dauke ne Magungunan Gargajiya wanda kowa zai iya hada.,True,Health & Fitness,"5,000+",14.0,0.0,3.8M,Rated for 3+,6.0,"May 19, 2020",True,False,4.357143,"['com.sadiksalihu.tsarki', 'com.hasbi', 'com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.littafinhisnulmuslim']",2.0
Hausa Skirt and Blouse Styles,Discover Latest Trending Hausa Skirt and Blouse Styles,True,Beauty,"5,000+",24.0,0.0,12M,Rated for 3+,10.0,"Oct 10, 2020",True,False,4.2916665,,1.0.2
BonitaConnect,"Beauty,Fashion and Lifestyle",True,Beauty,500+,50.0,0.0,16M,Rated for 12+,39.0,"Sep 9, 2017",,False,4.76,"['com.stillwhite.app', 'net.tapnail', 'com.fotavo.todolist.ladymarry', 'com.vaasara.booksalonandspa', 'com.view9.foreveryng']",1.1.3
TropiDoc - Consult with licensed doctors on the go,Chat with licensed doctors from anywhere. Unlimited follow-ups for up to 5 days,True,Health & Fitness,500+,8.0,0.0,14M,Rated for 3+,4.0,"Oct 19, 2017",,False,4.75,"['com.lafiya.telehealth', 'ie.zappy.fennec.oneapp_glofox', 'com.needstreet.health.hp', 'us.drpad.drpadapp', 'com.healthtap.mdhtexpress']",1.9.8
ProNOV,ProNOV is an inventory management and checkout solution for use in retailing,True,Health & Fitness,500+,22.0,0.0,6.0M,Rated for 3+,8.0,"Nov 6, 2017",,False,4.4545455,"['com.mlab.expense.manager', 'com.bolaandroid.quickreceipt', 'com.ezexpenz.expapp', 'com.tinybaobab.baobab.pos', 'org.me.mobiexpensifyg']",2.1.6
Health Information,This is the best health app for Android.,True,Health & Fitness,500+,5.0,0.0,3.7M,Rated for 3+,3.0,"Oct 18, 2013",True,False,4.2,"['com.innerfit.app', 'de.sanitas_online.healthcoach', 'co.digithera.v2.quitgenius', 'com.mmgct.quitguide2', 'com.msint.quitedrinking']",1.2.4
Hausa Henna Designs,New and Latest Hausa Henna Designs for your Style Inspiration.,True,Lifestyle,100+,,0.0,6.1M,Rated for 3+,0.0,"Apr 2, 2021",True,False,0.0,,1.0
Quickcare,Live a healthier lifestyle,True,Health & Fitness,100+,8.0,0.0,13M,Rated for 3+,3.0,"May 2, 2017",,False,4.375,"['com.aaptiv.android', 'com.joshua.hasfit', 'com.dietbet.app', 'com.science37.mobile', 'com.skyhealth.fitnessbuddyandroidfree']",7.0
MATS,First Step In Improving TB Care,True,Health & Fitness,500+,9.0,0.0,15M,Rated for 3+,3.0,"Jul 25, 2019",,False,4.4444447,"['com.hbs.mHRMv85', 'be.appsonly.iota2014', 'com.chirayusoft.rizanbullion', 'au.com.signonsitenew', 'com.puremath.logarithm']",2.0.0
hausa fashion blog,application din koyon  dinki,True,Beauty,100+,6.0,0.0,15M,Rated for 12+,5.0,"Aug 16, 2020",True,False,4.0,,1.0
Nigerian Embroidery Fashion Style,Features over 10000 trending Nigerian Embroidery Fashion Style design collection,True,Lifestyle,100+,,0.0,19M,Rated for 3+,0.0,"Mar 19, 2021",True,False,0.0,,6.2.0
Lagos Women Run,The app connects women to participate in the Lagos Women Run Virtual Event,True,Health & Fitness,100+,,0.0,53M,Rated for 3+,0.0,"Nov 18, 2020",,False,0.0,"['com.gidimo', 'com.neolife.exigobo', 'com.kashbase.spark', 'com.cowry', 'moneymie.bank.nigeria.remit.sendmoney']",0.2.1
CureChat,Access to health information and local health listing.,True,Health & Fitness,100+,8.0,0.0,11M,Rated for 3+,5.0,"Sep 29, 2017",True,False,4.5,"['com.symptomate.mobile', 'com.imedical_apps.egfrcalculatorspro', 'com.aimedisv3', 'com.sling.healthyu', 'com.needstreet.health.hppatient']",1.3.2
OneHealth,OneHealth Pharmacy Mobile,True,Health & Fitness,100+,,0.0,15M,Rated for 3+,0.0,"Nov 6, 2019",,False,0.0,"['com.tremendoc.tremendoc', 'au.org.rch.Ednpguide', 'com.burlymarmot.peaceofmind.caregiver_v2', 'org.hisp.dhis.android.trackercapture', 'com.itmedicus.emdex']",1.0
Radiant Health Magazine,Africa's #1 health magazine. Includes free Uzo Aduba issue with app download.,True,Health & Fitness,100+,,0.0,34M,Rated for 3+,0.0,"Nov 19, 2016",True,False,0.0,"['com.oncoassist.core', 'com.ebsco.dmp', 'com.orreco.myfitr.woman', 'com.mayv.app', 'com.medizzy.android']",20.1.9
Family Planning Dashboard Nigeria,Family Planing Dashboard Nigeria App,True,Health & Fitness,500+,5.0,0.0,12M,Rated for 3+,2.0,"Jan 8, 2020",,False,4.6,"['org.hesperian.Family_Planning', 'org.seadvocacy.docsrchout', 'com.naturalcycles.cordova', 'org.hesperian.Safe_Abortion', 'com.itiox.icontraception']",2.0.2
Reporta Health,Driving quality healthcare with technology,True,Health & Fitness,100+,,0.0,9.6M,Rated for 3+,0.0,"Aug 23, 2019",,False,0.0,"['com.cignahealthbenefits.mobileapp', 'com.cigna.mobile.wellbeing', 'org.thecommonsproject.android.commonpass', 'com.lafiya.telehealth', 'com.needstreet.health.hppatient']",1.1.1
ReproHealth,"WHARC's reproductive rights protection, information & care app for women & girls",True,Health & Fitness,100+,,0.0,3.5M,Rated for 3+,0.0,"Jun 22, 2017",,False,0.0,"['com.hormonehoroscope.femaleforecaster', 'air.com.samuramu.gg.bi', 'com.sling.healthyu', 'com.ladytimer.ovulationpro', 'org.nanobit.perioddiary']",2.1.1
CPARP Mobile,LAMIS Community Pharmacy ART Refill Program App,True,Health & Fitness,100+,,0.0,3.4M,Rated for 3+,0.0,"May 22, 2019",,False,0.0,"['com.zp.eztracker', 'com.webmd.android', 'com.hungrymedia.vetassist', 'com.ssivixlab.MYCLNQ', 'com.lafiya.telehealth']",2.4
DSCHC,Registers residents of Delta State into the Contributory Health Scheme,True,Health & Fitness,100+,,0.0,13M,Rated for 3+,0.0,"Aug 6, 2018",,False,0.0,"['com.internet.loveworldradio', 'com.swifin.platform.swifin', 'com.geniustech.pastorchrisquotes']",1.0.1
Drugstoc - Order Products for your Pharmacy,Source all your healthcare products for your pharmacy in one place,True,Medical,500+,10.0,0.0,31M,Rated for 3+,5.0,"Dec 17, 2018",,False,4.6,"['com.knowyourmeds', 'com.drug.doctor', 'com.webmd.android', 'de.pnpq.pharmacylocator', 'com.unbound.android.cqddl']",4.1.0
AREWA STYLES Fashion,Offline Arewa styles fashion,True,Beauty,100+,,0.0,8.2M,Rated for 3+,0.0,"Jul 5, 2020",True,False,0.0,,1.0
Gele Trending Styles 2021,Trending Gele Styles For Your Next Owanbe & How To Tie Gele Training,True,Beauty,"10,000+",82.0,0.0,6.3M,Rated for 3+,30.0,"Aug 23, 2019",True,False,3.804878,"['com.exolvemedia.naijarecipes', 'com.howtobake.primex', 'com.cuisinedecheznous', 'com.africanlacestyles.primex', 'com.newandromo.dev728180.app996202']",1.3
Service Group Kano,Service Group Kano is a detachment under the Nigerian Red Cross Society Kano,True,Health & Fitness,100+,,0.0,5.3M,Rated for 3+,0.0,"May 3, 2019",,False,0.0,"['unstats.un.org.countrystats', 'com.hungrymedia.vetassist', 'com.hippoed.rap.em.app', 'com.silverAppli.charteonu', 'com.pbw.lawyerdiary']",1.0.2
Docdey,Docdey is a medical application for the management of Non-Communicable Diseases.,True,Health & Fitness,50+,,0.0,10M,Rated for 3+,0.0,"Mar 2, 2019",,False,0.0,"['com.tebcan.app', 'air.laboratory.test.values', 'com.altibbi.doctorService', 'com.medpresso.Lonestar.emergmed', 'com.altibbi.altibbiDoctor']",2.1.0
TropiDoc For Doctors,"For MDCN licensed doctors. Consult on the go, share health tips and earn.",True,Health & Fitness,50+,,0.0,12M,Rated for 3+,0.0,"Apr 20, 2018",,False,0.0,"['com.healthtap.mdhtexpress', 'com.lafiya.telehealth', 'com.USpharmacist.USpharmacist', 'com.medicalgroupsoft.medical.refbookdiseaseschildmulti.free', 'com.needstreet.health.hppatient']",1.6
Nextdoor Pharmacy,Consult a qualified pharmacist from the comfort of your home & order medication,True,Health & Fitness,50+,,0.0,5.9M,Rated for 3+,0.0,"Jul 15, 2018",True,False,0.0,"['com.vsdirect.android', 'com.everbridge.mobile.iv.recipient', 'com.gohighlevel', 'com.skindeep.mobile', 'com.movebubble.mobile']",4
Ashia,Healthcare service,True,Health & Fitness,10+,,0.0,1.5M,Rated for 3+,0.0,"Apr 13, 2019",,False,0.0,"['all.newspapers.lebanon', 'com.kentae.market', 'com.kongapay.android', 'com.emaartechnologies.emaarone', 'com.pettysave.app']",1.0.1
BCHIP,Bonny Community Health Insurance Programme,True,Health & Fitness,50+,,0.0,8.3M,Rated for 3+,0.0,"Jul 7, 2019",,False,0.0,"['com.app.Abokifx', 'moneymie.bank.nigeria.remit.sendmoney', 'com.cousant.naijainvest', 'com.ifs.banking.fiid3605', 'com.mintfintech.app']",1.0.0
LooksOptions - Nigerian Largest Beauty Marketplace,"Online Beauty Marketplace, that helps beauty vendors sell more online",True,Beauty,10+,,0.0,8.4M,Rated for 3+,0.0,"Jan 9, 2019",,False,0.0,"['moneymie.bank.nigeria.remit.sendmoney', 'com.prospa', 'com.kentae.market', 'com.nipek.cdcare', 'com.anhong.SkyCargoLtd']",1.0
Igbo - English Translator,Translate words/sentences from Igbo to English and English  to Igbo,True,Beauty,100+,,0.0,4.1M,Rated for 3+,0.0,"Jun 10, 2020",True,False,0.0,"['com.hypertonicapps.hausaenglishtranslator', 'com.dictionary.ig', 'all.language.translator.hub.englishtohausatranslator', 'com.happydev4u.amharicenglishtranslator', 'com.heapsol.tagalogtranslator']",1.0
SOMHealth,"An In-House App for Save One Million Lives, Anambra State Ministry of Health.",True,Health & Fitness,10+,,0.0,21M,Rated for 3+,0.0,"Jan 9, 2018",,False,0.0,"['com.trib.devicebee.qlm', 'all.newspapers.lebanon', 'gov.bbg.mbn', 'com.mobilonia.appdater', 'com.sputniknews.sputnik']",1.3
Relaxe Personal Massage Booking Platform,Relaxé is a personal massage service on demand booking platform.,True,Health & Fitness,10+,,0.0,2.8M,Rated for 3+,0.0,"Jul 18, 2019",,False,0.0,"['com.mydriver.driver', 'com.mommymove.mommymove', 'com.urbanmassage.Massage', 'com.momsfitness', 'tv.vhx.manilowtv']",1.0.1
Max Health,"Explore Max Health products and Business opportunities, guide, & more",True,Health & Fitness,100+,6.0,0.0,18M,Rated for 3+,5.0,"Nov 20, 2020",,False,4.5,"['com.mobimate.cwttogo', 'watch.richface.androidwear.timegate', 'com.fiberlink.maas360.android.pim', 'aib.ibank.android']",3.13.0.2
FitnessTalkShow,"World best Fitness Talk Show, Fitness Tips, Advises and Consultancy",True,Health & Fitness,10+,,0.0,1.1M,Rated for 3+,0.0,"Jun 16, 2017",True,False,0.0,"['us.trainerpl.exerciseapp', 'com.muscleengine', 'com.basemsalloum.goodfitness.goodfitness', 'com.fitness22.bodyweightworkout', 'se.virtualtrainer.bodyweight']",1.0
Union Diagnostics Patient,"Union Diagnostics - Manage, Maintain and Share your medical records",True,Health & Fitness,10+,,0.0,32M,Rated for 3+,0.0,"Sep 14, 2020",,False,0.0,"['com.healthtap.mdhtexpress', 'us.drpad.drpadapp', 'com.samrithtech.appointik', 'au.org.rch.OkeeInMedicalImaging', 'com.andaman7.android']",1
UNAPSA-PAN 2018,"Joint 14th Triennial Congress of UNAPSA, and the 49th PAN AGM/SC, Abuja 2018.",True,Health & Fitness,10+,,0.0,1.4M,Rated for 3+,0.0,"Nov 9, 2017",,False,0.0,,1.0
TB CARE NIGERIA,TB CARE NIGERIA - Medical app for users to receive medical health tips weekly.,True,Health & Fitness,5+,6.0,0.0,15M,Rated for 3+,6.0,"Nov 20, 2019",True,False,4.8333335,"['org.hesperian.Family_Planning', 'com.USpharmacist.USpharmacist', 'au.org.rch.Ednpguide', 'com.honeycommb.atomgram', 'com.hubspring.hubspring']",1.0.0
Nigeria Blood bank,"Nigeria Blood bank app for Blood Donors, blood banks, blood requests",True,Health & Fitness,10+,,0.0,6.0M,Rated for 3+,0.0,"Dec 2, 2020",True,False,0.0,"['com.alcaldebibliapps.desire.ages.adventist', 'com.coza.coza_app', 'com.tremendoc.tremendoc', 'the.family.alter', 'com.microsoft.azure.mobileapps.hymobile']",3.0.1
"Charis Hospital, Lagos","Charis Hospital, Lagos",True,Health & Fitness,1+,,0.0,6.5M,Rated for 3+,0.0,"Feb 10, 2020",True,False,0.0,,1.0.04
"Covington Hospital, Lagos","Covington Hospital, Lagos",True,Health & Fitness,1+,,0.0,6.5M,Rated for 3+,0.0,"Feb 17, 2020",True,False,0.0,"['zw.co.rdsol.admire.afmhymns', 'com.felinkotech.superenglishandshonabible', 'com.parchusst.pulpitbiblecommentaryoff', 'com.nipek.cdcare', 'com.talentbox.afcquarterly']",1.0.04
Afrobyt,Afrobyt is the home of the best African short form shows,True,Entertainment,10+,,0.0,14M,Rated for 3+,0.0,"Jan 18, 2020",,False,0.0,"['com.enprohsoft.app.nevadabridgetv', 'com.qello.handheld', 'com.wetellafrica.afrikalyrics', 'com.musictime.android', 'io.deedo.deedomusic']",1.3
Abuja IPTV Box,"Abuja IPTVBox App  provides the facility to watch Live TV, VOD, Series&TVCatchup",True,Entertainment,50+,,0.0,64M,Rated for 3+,0.0,"Dec 12, 2019",,False,0.0,,2.2.2
YorubaPlay for  Latest Yoruba Movies,YorubaPlay for  Latest Yoruba Movies in Nigeria 2020,True,Entertainment,"10,000+",55.0,0.0,13M,Rated for 3+,27.0,"Jul 1, 2020",True,False,3.909091000000001,"['com.Timaya.bestsongs', 'com.coinchain', 'com.KissDaniel.bestsongs', 'net.yorubabible.audiobible']",1.0.4
Yoruba Nigeria Movies,"Latest and Interesting Yoruba Movies, Films, Drama, Comedy and Entertainment.",True,Entertainment,"100,000+",1013.0,0.0,3.4M,Rated for 16+,281.0,"Sep 8, 2014",True,False,4.277228,"['com.npfltv.tv2u', 'com.iqjoy.ayoad.arisetv', 'com.nigeria.news', 'naijanews.app']",1.0
Yoruba Movies,"Watch various Nigerian Yoruba, English films, direct from Nollywood film makers.",True,Entertainment,"5,000+",46.0,0.0,7.2M,Rated for 3+,18.0,"Apr 17, 2020",True,False,3.673913,['en.yo.bestdict'],52
Splendid TV Yoruba,This App is specially design for Yoruba Cartoons,True,Entertainment,500+,5.0,0.0,7.2M,Rated for 3+,1.0,"Jun 10, 2020",True,False,4.4,,11
Yoruba Nation,"Yoruba Nation,  The Yoruba constitute over 30 million people Africa wide.",True,Entertainment,"1,000+",14.0,0.0,7.6M,Rated for 3+,5.0,"Apr 27, 2021",,False,4.785714,"['en.yo.bestdict', 'com.robtheis.android.phrasebook.yq.bc', 'com.hdictionary.yo', 'com.mobobi.yorubaproverbs', 'com.dictionary.yo']",1.0
"Nigeria Movies, News,TV, Radio,Comedy by evendor","The App showcases various Nigeria Content like Movies,News,TV,Radio,Comedy etc",True,Entertainment,100+,,0.0,1.3M,Rated for 3+,0.0,"Jun 20, 2020",True,False,0.0,"['com.tulix.viewsatdroidtab', 'tbn_mobile.android', 'com.irokotv', 'com.channelstv.channels.mobile']",1.0
The Weeknd & Naija Music,Latest Popular Album from The Weeknd and Most Popular Naija Song,True,Entertainment,50+,,0.0,14M,Rated for 16+,0.0,"Apr 2, 2020",True,False,0.0,"['com.Timaya.bestsongs', 'com.KissDaniel.bestsongs']",1.1
chucky G Entertainments App,chucky G Entertainments App,True,Entertainment,10+,,0.0,16M,Rated for 3+,0.0,"Oct 25, 2019",True,False,0.0,,1.0
chucky G Entertainments App,chucky G Entertainments App,True,Entertainment,10+,,0.0,16M,Rated for 3+,0.0,"Oct 25, 2019",True,False,0.0,,1.0
36Hype,Official Android App of 36Hype.com Your Non Stop Information Portal...,True,Entertainment,10+,,0.0,16M,Rated for 3+,0.0,"Dec 19, 2018",True,False,0.0,"['com.channelnewsasia', 'com.bskyb.skynews.android', 'com.marquee.mobile', 'com.newsmen', 'com.foreignaffairs.magazine']",News
NollyTubby,Nigerian-Ghana Movies and comedies,True,Entertainment,5+,,0.0,25M,Rated for 3+,0.0,"Jun 26, 2019",,False,0.0,"['com.app.thrilliantnigeriatvc', 'com.channelstv.channels.mobile', 'com.audionowdigital.player.channels24', 'com.gidimo', 'punchmobile.punchng']",1.0
100% Hausa Radio Stations,"100% TOP, BEST Hausa Radio Stations worldwide",True,Entertainment,"10,000+",91.0,0.0,9.5M,Rated for 3+,40.0,"Sep 9, 2019",True,False,4.4835167,"['com.radiolight.nigeria', 'com.transsnet.more.radio', 'com.audionowdigital.player.voasomali', 'com.bbcnews.hausa.player', 'com.appmind.radios.ng']",1.2
Kiss Daniel songs offline,Kiss Daniel songs offline (best 40 songs),True,Music & Audio,"5,000+",48.0,0.0,62M,Rated for 12+,18.0,"Nov 1, 2020",True,False,4.3958335,"['com.Timaya.bestsongs', 'com.PSquareMusic.bestsongs', 'com.afapp.jah_prayzah']",1.0
Kiss Daniel Songs,Kiss Daniel Song App contains all kiss Daniel songs for his fans to enjoy.,True,Music & Audio,"10,000+",27.0,0.0,3.4M,Rated for 12+,8.0,"Jul 29, 2019",True,False,4.5185184000000005,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs']",1.0
KIZZ DANIEL SONGS APP,Listen to the latest kizz Daniel songs,True,Music & Audio,"1,000+",8.0,0.0,9.8M,Rated for 12+,4.0,"Mar 16, 2020",True,False,4.5,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs']",9.8
Kiss Daniel songs,Kiss Daniel songs app has all the songs from the R&B artist for his fans,True,Music & Audio,"1,000+",10.0,0.0,3.6M,Rated for 16+,5.0,"Jun 4, 2020",True,False,5.0,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs']",1.0
KIZZ DANIEL NEW SONGS AND ALBUM,KIZZ DANIEL NEW SONGS AND COLLABORATION,True,Music & Audio,"1,000+",,0.0,9.1M,Rated for 12+,0.0,"Jul 26, 2020",True,False,0.0,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs']",9.7
Kizz Daniel Songs Offline,Kizz Daniel Songs Offline All Songs Music Mp3 Offline Free,True,Music & Audio,"10,000+",35.0,0.0,17M,Rated for 18+,17.0,"Oct 26, 2019",True,False,4.0,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs', 'com.afapp.jah_prayzah']",1.8
Kizz Daniel Songs + Lyrics,Songs & Lyrics app.,True,Entertainment,"1,000+",11.0,0.0,2.7M,Rated for 3+,4.0,"Oct 18, 2019",True,False,3.4545455,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs', 'com.mogparadio.radio']",1.3
Kizz Daniel New Songs,Listen to Kizz Daniel songs app,True,Music & Audio,500+,,0.0,10M,Rated for 12+,0.0,"Jul 17, 2021",True,False,0.0,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs', 'com.mogparadio.radio', 'com.radiomaria.uga']",1.0
SIMI without internet 2020,SIMI without internet,True,Music & Audio,"10,000+",54.0,0.0,41M,Rated for 3+,38.0,"Jan 10, 2020",True,False,4.185185,"['com.Timaya.bestsongs', 'com.afapp.jah_prayzah']",1.0
Tekno - Best Songs - Top Nigerian Music 2019,Tekno - Best Songs - Top Nigerian Music 2019,True,Music & Audio,"100,000+",395.0,0.0,54M,Rated for 3+,194.0,"Feb 17, 2019",True,False,4.38,"['com.Timaya.bestsongs', 'com.KissDaniel.bestsongs', 'com.hymnaryapps.melodies_of_praise', 'com.transsnet.more.radio']",1.0
Nigerian Gospel Music : 🇳🇬 Worship Songs,All Nigerian Worship songs from all Nigerian best Gospel singers,True,Music & Audio,"100,000+",159.0,0.0,5.0M,Rated for 3+,68.0,"Jul 11, 2019",True,False,4.05,"['com.eznetsoft.workshipandpraise', 'com.afapp.jah_prayzah', 'com.chamathweb.androidapp.christianhymnbook']",5.0.1
Flavour Music Without Internet,Flavour Nigerian Music Without Internet,True,Music & Audio,"10,000+",73.0,0.0,53M,Rated for 3+,27.0,"Jun 8, 2019",True,False,4.2739725,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs', 'com.PSquareMusic.bestsongs']",1.0
Naija Music Download,Listen to and download latest hits from nigerian music super stars on this app.,True,Music & Audio,"10,000+",30.0,0.0,3.3M,Rated for 3+,17.0,"May 15, 2019",True,False,4.0,,1.0
9jaflaver,"The app allows user to download musics,vidoes,and other entertaining stuffs.",True,Music & Audio,"10,000+",102.0,0.0,13M,Rated for 3+,60.0,"Oct 26, 2020",True,False,4.29,"['com.thisisafrobeat.africanmusic', 'com.Timaya.bestsongs']",1.0.10
CHIKE LATEST SONGS APP,Chike songs stream and download app,True,Music & Audio,"1,000+",6.0,0.0,9.3M,Rated for 12+,4.0,"Apr 20, 2021",True,False,3.5,,9.9
Timaya MP3,Best songs of Timaya MP3,True,Music & Audio,"1,000+",6.0,0.0,39M,Rated for 3+,1.0,"Dec 25, 2019",True,False,4.8333335,['com.Timaya.bestsongs'],1.0
Epoh Music - Play Nigerian music,Discover Nigerian music,True,Music & Audio,500+,9.0,0.0,1.5M,Rated for 3+,5.0,"Mar 11, 2019",,False,4.3333335,"['com.KissDaniel.bestsongs', 'com.Timaya.bestsongs', 'com.musictime.android', 'com.mdundo.mdundoapp', 'io.deedo.deedomusic']",1.0.0
JOEBOY TRENDING SONGS,JOEBOY NEW TRENDING SONGS,True,Music & Audio,"1,000+",6.0,0.0,9.2M,Rated for 12+,3.0,"Jul 26, 2020",True,False,4.8333335,['com.Timaya.bestsongs'],9.7
FRANK EDWARD GOSPEL MUSIC,FRANK EDWARD SPIRIT FILLED GOSPEL SONGS,True,Music & Audio,"1,000+",5.0,0.0,9.2M,Rated for 3+,1.0,"Jul 25, 2020",True,False,3.6,"['com.joelosteen.dailyapp', 'com.catholicdailyreading', 'com.customchurchapps.walkingbyfaith', 'com.catholichymnbook']",9.7
Flavour All Songs,A collection of Flavour songs.,True,Music & Audio,"1,000+",10.0,0.0,9.7M,Rated for 12+,3.0,"Mar 2, 2021",True,False,4.4,"['com.Timaya.bestsongs', 'com.chamathweb.androidapp.christianhymnbook', 'com.KissDaniel.bestsongs', 'com.afapp.jah_prayzah']",9.8
Naija Gospel Music Mix,GET DAILY PRAISE AND WORSHIP SONGS THAT WOULD UPLIFT YOU INTO GOD PRESENCE.,True,Music & Audio,500+,,0.0,5.4M,Rated for 3+,0.0,"Sep 23, 2019",True,False,0.0,,5.10.0
Mr Macaroni,"The New Comedy skits of Mr Macaroni, Isbeau and Oulwardolaz, Top and Ayomide.",True,Entertainment,10+,,0.0,12M,Rated for 3+,0.0,"May 8, 2021",True,False,0.0,"['com.exolvemedia.naijarecipes', 'com.mobobi.yorubaproverbs']",1.0
AEMAward,Abuja Entertainment Music Awards (AEMA) honors Nigerian’s excellence,True,Entertainment,1+,,0.0,1.2M,Rated for 3+,0.0,"Jan 28, 2020",,False,0.0,"['com.multimedia.joyonline', 'com.pledge51.nigerianconstitution', 'com.app.thrilliantnigeriatvc', 'com.andromo.dev671655.app972426', 'punchmobile.punchng']",0.0.1
Lagos Television,This App enables you to get engaged with Lagos Television Ikeja,True,Entertainment,"10,000+",120.0,0.0,23M,Rated for 3+,45.0,"Dec 9, 2015",,False,4.47,"['com.app.thrilliantnigeriatvc', 'com.channelstv.channels.mobile', 'com.subsplashconsulting.s_BRTHKJ', 'com.audionowdigital.player.channels24', 'com.npfltv.tv2u']",4.0.4
